filename,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,contrast_0,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,zcr,rmse
audio_127.wav,-334.76078466883536,73.36850315946603,12.660143714571857,35.31568906593129,10.993046855888643,0.6539203153141973,-5.072691963299912,-11.060136108991552,-6.161672732437371,-9.629225629205376,5.101299295987894,-16.074646789150602,-1.7532459589851233,0.21561060910077318,0.39650536063185715,0.5260709721241554,0.43721526704890135,0.29465784728325456,0.2552100535846553,0.2228795320703791,0.2918940747314749,0.28222176212806666,0.24296010066562274,0.30707671765149364,0.24647451789908534,22.667678302636723,18.444567304927833,21.18427709043674,17.706981930794733,19.478502889085473,24.393184334521536,0.08803856537872737,0.060017120093107224,0.015448084101080894
audio_34.wav,-405.8997509777912,83.04349302866628,7.323973633090005,36.09523926528806,9.198061154794797,28.40985567858584,-10.42158916103258,-7.050344725582929,-4.7102574170125555,-11.643236324892666,1.1955231701174043,-3.5172756955276148,-3.0742209709528256,0.4462125412115944,0.4867114682423622,0.5443837322537491,0.5104857677255602,0.4575980356878522,0.39905225425018226,0.4403423070547615,0.48021894003066007,0.5340943046239534,0.5135196137348823,0.4851585202666002,0.4475434039356264,14.463962700323425,9.40744214240829,14.555106901909596,17.30281582439973,19.873847129480563,23.21472383272758,35.779812236283,0.12091587797354873,0.027890877798199654
audio_120_2.wav,-198.56536655463128,41.05535373126603,1.4804575459190237,6.861272326903262,-0.19334181763421548,-3.645290583482735,-7.439321810053648,-5.805481630363188,-7.321691941112039,-1.6500854905804692,-2.575343425715115,-5.587915750996128,-6.844574974271709,0.44401753172709524,0.43067356121681105,0.46500074966137284,0.4834086225080867,0.4939511086267198,0.49509134132149735,0.5136989304196985,0.5182598612687577,0.5216869352926419,0.5173886560217981,0.5084601343597781,0.4918970743225689,17.06064201797206,14.11581983983127,15.947131365180722,14.670965954808956,15.730144628486322,15.439482862012902,0.27611562580499743,0.05167800560593605,0.015448084101080894
audio_224.wav,-371.8878582119883,59.95584377484528,8.750488235390112,10.181026827880618,-10.947562470034535,-8.876054835542039,-12.14610481937178,-5.762133925544376,-14.933361959608222,-4.065903009390003,-9.421498957221981,-8.959727672108775,-5.529292487603905,0.3828477432216271,0.3578219276684072,0.36000163849179506,0.36424936212400405,0.37242927055481295,0.3963900036378772,0.455547228365533,0.5357844192113216,0.5442969832198382,0.5217640249225578,0.454029194860734,0.41574162044897384,20.349934465207678,14.531865079088226,17.540661421344822,16.745875607618625,18.957727361096953,23.274393177516465,0.20809283271765175,0.029388440772891045,0.015448084101080894
audio_342.wav,-230.3487034562418,68.9195116878048,-9.889164681568824,1.3545863230047972,-38.84932558201243,-16.509183109259688,-9.842053097390513,-14.242142809791822,-7.622277911631207,-13.024923897446456,-5.129039347424728,-10.442076397373505,-9.690933880420156,0.48830348566157783,0.42727893838299325,0.3603347552328835,0.31460441252690363,0.2873699258886244,0.27978199247127583,0.2642901804082584,0.31501404820595047,0.3377843195805383,0.34789543807211765,0.41048647884247214,0.4513405662220991,20.623592306310083,17.760392686056523,19.137924478380818,17.36529069565224,20.064296019658975,0.1736683647753456,0.052505940198898315,0.049965377897024155,0.015448084101080894
audio_228.wav,-386.68950410992846,85.59144538377502,7.349450045143612,9.21876271282723,-3.424768656622612,-11.988636042211313,-17.263681073605888,-10.949565671876515,-14.205839341642905,-13.099121591608775,-1.3154178378264654,-5.416073771811738,-7.749177728554636,0.38370583619930365,0.35613682911377553,0.3729904745037378,0.367532195794412,0.31589558885314156,0.31095515962220743,0.315877197569858,0.3424353661372839,0.4060992594349476,0.4304735634473425,0.404200184429399,0.41510742492848063,19.280356909098007,16.751197508762456,19.996656150816133,17.626994629001572,18.758208793744306,22.044406833370317,0.12277954492395944,0.041148971766233444,0.015448084101080894
audio_133.wav,-483.15886722244574,149.1753554083948,-44.82162851079078,23.64300155722133,18.967282589049276,8.715494148993061,10.941486137952221,-10.62377634545018,5.066406781043771,5.351477944320717,1.084461153931635,0.5985897772816919,0.16474489530614453,0.4744473765786885,0.5069258283612917,0.5348767372126739,0.5684703726028745,0.5778577076486517,0.5808976716591165,0.5976792868639371,0.6068821742114716,0.6073017761990561,0.6094202820324414,0.5731623864730309,0.5100715864594487,9.583350810742392,4.7407051839129455,8.931094013485264,12.29584273594627,14.893377362773395,18.894247502005392,34.50622900335725,0.04772164697745295,0.013942879624664783
audio_223.wav,-431.4381477788686,136.75267832226461,-4.879448777600037,4.525159535411001,16.176587959408806,-10.585342381931946,-6.299437390945027,-3.0915118844518013,-9.281609082993985,-3.4391630294619486,-4.239483523555943,-7.049193962939648,-4.281993851071576,0.4705043101351979,0.4060374028988809,0.36021188326489706,0.3294959896420736,0.3256451756950525,0.34248102520233836,0.34172500248205107,0.35524133584813167,0.4181814002476397,0.4951289742637705,0.5722657445090322,0.5448117356711238,9.900722625335115,14.965400223391335,15.42331366034556,16.270440120126587,17.92297527681044,18.438350041189302,24.90225191518517,0.04612622503698225,0.029512083157896996
audio_287.wav,-1131.370849898476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9998855622820357,0.9928304404266823,0.9955931943734179,0.9936840068788144,0.9943376043519118,0.9966774697857403,0.9964815568530803,0.9984461882136322,0.9976854834742862,0.9977531510033654,0.9955303542340934,0.0002482525577818251,0.0009728454834316835,0.004055163115516791,0.016922458924454986,0.06951530570977127,0.2872243189229593,9.904829489711133,0.0,5.668313178830431e-07
audio_91.wav,-1131.370849898476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9951594090636866,0.9974350519117193,0.9929826364417188,0.9977511576962615,0.9978626691070444,1.0,0.9954599847681865,0.9812712754128343,0.9838880685481657,0.985576310813778,0.988099548191528,0.9884473602639496,0.0002109315963494396,0.0008265538043872311,0.0034447277507254626,0.014364259204995733,0.0588246637343417,0.23982495380410995,3.6681145295779842,0.0,3.314517869057454e-07
